session_id,model_name,application_domain,task_type,prompt_length,total_tokens,temperature,top_p,rag_enabled,latency_sec,hallucination_flag,user_satisfaction,estimated_cost_usd,successful_response
856,Claude 3.7,Coding,Classification,295,994,0.72,0.78,1,4.03,0,5,0.0064,1
857,GPT-4o,Finance,QA,1295,2362,0.82,0.51,0,2.17,1,5,0.0224,0
858,Llama 3.1,Healthcare,Classification,474,724,0.64,0.57,1,5.9,0,4,0.0144,0
859,Claude 3.7,Finance,Code Generation,741,1070,0.11,0.67,0,3.94,0,4,0.0124,1
860,Gemma 3,Education,Code Generation,880,1112,0.23,0.83,1,3.65,1,4,0.0122,0
861,Mistral Large,Customer Support,QA,1645,2320,0.11,0.5,0,9.53,0,3,0.0233,0
862,Gemma 3,Legal,RAG,241,522,0.87,0.98,1,2.67,0,4,0.0047,1
863,Claude 3.7,Retail,RAG,995,1518,1.04,0.71,0,7.63,1,4,0.018,0
864,GPT-4o,Education,Translation,1100,1298,0.8,0.62,0,2.23,1,4,0.0027,0
865,Claude 3.7,Legal,Summarization,980,1285,1.44,0.96,1,1.89,1,4,0.0059,0
866,GPT-4o,Coding,QA,441,514,1.24,0.53,1,1.83,0,5,0.005,1
867,GPT-4o,Healthcare,Translation,1367,1687,0.87,0.74,0,6.54,0,4,0.0058,0
868,Qwen 2.5,Coding,QA,1712,2694,1.22,0.57,1,3.76,0,4,0.0217,1
869,Mistral Large,Retail,Code Generation,597,639,0.17,0.53,0,5.96,0,4,0.0062,0
870,Mistral Large,Finance,Code Generation,1708,2049,0.39,0.79,1,4.72,0,4,0.0075,1
871,Mistral Large,Finance,QA,443,1440,0.6,0.53,1,3.81,0,4,0.0195,1
872,GPT-4o,Finance,Classification,1655,2417,0.56,0.71,0,4.37,0,5,0.0417,1
873,Llama 3.1,Education,QA,343,1492,0.81,0.53,0,5.29,1,4,0.0279,0
874,Gemma 3,Customer Support,Classification,1177,1841,0.85,0.78,0,7.84,0,4,0.0139,0
875,Claude 3.7,Healthcare,Translation,1973,2192,0.6,0.6,0,8.53,1,4,0.0398,0
876,GPT-4o,Coding,QA,1663,2277,1.16,0.51,0,8.49,1,3,0.0325,0
877,Qwen 2.5,Retail,Classification,1961,3008,1.08,0.94,0,8.95,0,4,0.0455,0
878,Claude 3.7,Healthcare,Summarization,926,1739,1.18,0.67,0,4.17,1,4,0.0347,0
879,GPT-4o,Legal,QA,1171,2311,0.94,0.75,1,7.94,0,5,0.0378,0
880,Mistral Large,Education,RAG,941,1684,0.47,0.97,1,2.64,1,4,0.0088,0
881,Mistral Large,Customer Support,Translation,534,635,1.14,0.72,1,8.08,0,4,0.0045,0
882,Gemma 3,Coding,QA,1888,2078,1.02,0.72,1,6.56,1,4,0.0231,0
883,Mistral Large,Customer Support,QA,1281,1516,1.47,0.53,0,7.97,0,4,0.0073,0
884,GPT-4o,Finance,Code Generation,466,1581,0.58,0.73,1,1.51,1,5,0.0164,0
885,Claude 3.7,Legal,Summarization,231,924,1.38,0.96,1,6.48,0,4,0.0075,0
886,GPT-4o,Retail,RAG,1448,1766,1.11,0.56,1,5.56,0,5,0.0137,0
887,Qwen 2.5,Legal,Classification,137,267,1.4,0.68,0,3.73,1,4,0.0006,0
888,Mistral Large,Retail,Summarization,526,1156,0.95,0.54,0,1.4,1,5,0.0117,0
889,Mistral Large,Legal,RAG,1381,2009,1.34,0.59,1,2.35,1,4,0.0166,0
890,Llama 3.1,Healthcare,Code Generation,1106,1146,1.03,0.58,1,7.02,1,4,0.0207,0
891,Mistral Large,Customer Support,Classification,1377,1705,0.87,0.57,0,7.1,1,5,0.0321,0
892,Claude 3.7,Healthcare,QA,242,519,1.19,0.84,1,2.55,0,5,0.007,1
893,Qwen 2.5,Retail,QA,457,919,1.12,0.59,1,6.2,0,4,0.0176,0
894,Claude 3.7,Legal,Translation,768,1721,1.22,0.51,1,8.15,0,4,0.0143,0
895,Mistral Large,Education,Code Generation,1576,2728,0.5,0.96,0,5.75,1,4,0.0321,0
896,Mistral Large,Healthcare,RAG,1420,1652,1.02,0.82,0,7.45,0,4,0.0038,0
897,Mistral Large,Retail,RAG,1545,2158,1.13,0.96,0,2.91,1,5,0.0125,0
898,Llama 3.1,Retail,Classification,244,1074,0.29,0.73,1,1.48,1,4,0.0094,0
899,GPT-4o,Healthcare,Summarization,558,586,1.32,0.63,0,7.44,1,5,0.0055,0
900,Llama 3.1,Retail,RAG,1628,1997,0.56,0.91,1,8.63,1,5,0.0397,0
901,Gemma 3,Retail,Summarization,404,1223,0.92,0.7,0,1.11,1,5,0.0063,0
902,Gemma 3,Finance,QA,905,1457,0.35,0.86,1,2.32,0,5,0.0071,1
903,Mistral Large,Healthcare,Code Generation,201,1334,0.04,0.51,0,6.46,0,5,0.0046,0
904,Llama 3.1,Retail,Summarization,1513,2023,0.2,0.73,0,7.02,1,4,0.0121,0
905,Qwen 2.5,Retail,QA,1497,1686,1.17,0.89,1,8.08,0,5,0.0224,0
906,Gemma 3,Customer Support,Summarization,237,626,0.69,0.8,1,1.33,1,4,0.0068,0
907,Gemma 3,Coding,RAG,810,1260,0.15,0.9,0,4.44,1,5,0.011,0
908,Claude 3.7,Retail,Translation,1665,2387,0.24,0.65,0,9.33,0,5,0.0256,0
909,Llama 3.1,Finance,Classification,20,1137,0.24,0.87,0,7.45,0,3,0.0127,0
910,GPT-4o,Education,Code Generation,245,813,1.35,0.51,0,1.59,0,4,0.0045,1
911,Qwen 2.5,Education,RAG,1139,1554,0.98,0.73,1,7.93,1,4,0.0086,0
912,Qwen 2.5,Education,Classification,220,1127,0.88,0.88,1,2.91,0,5,0.0108,1
913,Claude 3.7,Education,Translation,1285,1436,0.16,0.69,1,3.36,1,4,0.0259,0
914,Mistral Large,Customer Support,Summarization,849,930,0.44,0.91,1,6.29,1,4,0.0154,0
915,Qwen 2.5,Education,Summarization,742,1012,0.37,0.61,1,4.03,0,4,0.0146,1
916,GPT-4o,Retail,Classification,963,1563,0.85,0.66,1,3.22,0,5,0.018,1
917,Llama 3.1,Healthcare,RAG,1476,2387,0.91,0.94,1,8.75,0,4,0.0185,0
918,GPT-4o,Education,QA,1031,1720,0.07,0.64,0,2.42,1,5,0.0108,0
919,Claude 3.7,Retail,QA,1328,1616,1.17,0.79,1,1.9,1,5,0.0149,0
920,GPT-4o,Retail,Classification,700,1282,0.97,0.53,1,1.82,1,4,0.0105,0
921,GPT-4o,Healthcare,Summarization,1021,1289,0.92,0.7,1,6.91,1,5,0.0243,0
922,Gemma 3,Customer Support,Translation,107,475,1.24,0.57,0,8.08,1,3,0.0071,0
923,Gemma 3,Coding,Translation,20,138,1.4,0.93,0,2.25,0,5,0.0005,1
924,Claude 3.7,Customer Support,RAG,1631,1896,1.22,0.63,1,3.57,0,4,0.0332,1
925,Llama 3.1,Healthcare,Classification,1314,1908,0.67,0.56,1,5.96,1,4,0.0289,0
926,Llama 3.1,Healthcare,Code Generation,1579,1758,0.44,0.54,0,6.53,0,4,0.0192,0
927,Gemma 3,Coding,RAG,452,1552,0.7,0.69,0,4.57,1,4,0.0119,0
928,Claude 3.7,Finance,RAG,1352,2161,0.23,0.75,1,9.02,0,5,0.0381,0
929,Llama 3.1,Healthcare,RAG,394,1358,0.1,0.71,0,6.05,0,5,0.0209,0
930,Mistral Large,Finance,Summarization,393,655,0.4,0.74,1,4.83,1,5,0.0023,0
931,Mistral Large,Finance,Classification,822,1042,0.75,0.75,1,1.64,1,4,0.0093,0
932,GPT-4o,Finance,QA,397,640,0.6,0.8,1,4.83,1,5,0.0087,0
933,Mistral Large,Legal,RAG,118,601,1.34,0.79,1,2.21,0,5,0.0088,1
934,Gemma 3,Coding,Translation,217,587,0.33,0.91,0,5.87,1,5,0.0048,0
935,Llama 3.1,Finance,Classification,599,1107,1.1,0.55,1,4.87,1,4,0.0158,0
936,GPT-4o,Finance,Code Generation,1852,1914,0.68,0.98,1,7.71,1,3,0.0129,0
937,GPT-4o,Retail,Code Generation,1567,2093,1.28,0.8,1,9.72,0,4,0.0059,0
938,Mistral Large,Legal,Code Generation,605,829,1.25,0.76,0,2.26,0,4,0.0126,1
939,Gemma 3,Retail,Code Generation,728,775,1.48,0.63,1,4.9,1,5,0.0058,0
940,Qwen 2.5,Finance,Classification,1765,2087,1.3,0.92,0,6.18,1,5,0.0363,0
941,Mistral Large,Coding,QA,1029,1471,0.05,0.79,1,6.91,1,4,0.0081,0
942,Gemma 3,Legal,Translation,1987,2550,0.41,0.81,0,6.93,1,5,0.0211,0
943,Gemma 3,Education,QA,864,1771,1.42,0.64,0,2.77,1,5,0.0216,0
944,Gemma 3,Healthcare,Classification,1995,3158,0.01,0.96,1,3.84,0,5,0.0236,1
945,Qwen 2.5,Customer Support,QA,41,1061,0.68,0.61,0,6.69,0,4,0.0103,0
946,Mistral Large,Retail,QA,112,686,0.38,0.68,0,2.55,0,4,0.0104,1
947,Gemma 3,Education,Translation,605,1442,0.33,0.74,1,3.72,1,5,0.0054,0
948,Gemma 3,Education,QA,646,1178,0.26,0.72,0,7.84,0,4,0.0141,0
949,Gemma 3,Retail,Code Generation,618,834,0.85,0.81,1,5.23,1,4,0.0083,0
950,Mistral Large,Healthcare,Summarization,1469,1545,0.54,0.68,1,5.68,1,5,0.0038,0
951,GPT-4o,Customer Support,RAG,1269,2401,1.36,0.89,0,6.31,1,5,0.0427,0
952,Qwen 2.5,Healthcare,Classification,267,460,0.6,0.5,0,6.83,1,3,0.0078,0
953,Qwen 2.5,Coding,QA,1227,1495,0.15,0.65,0,5.49,1,5,0.0211,0
954,Llama 3.1,Education,Code Generation,1446,1923,0.31,0.57,0,7.78,1,5,0.026,0
955,GPT-4o,Retail,QA,646,803,1.08,0.97,0,7.29,0,3,0.0103,0
956,Mistral Large,Finance,Summarization,516,649,0.31,0.74,1,7.34,1,5,0.0048,0
957,Llama 3.1,Customer Support,Code Generation,1733,2638,1.27,0.63,0,7.15,1,3,0.0063,0
958,Claude 3.7,Legal,Classification,1356,2359,0.36,0.76,1,7.35,0,4,0.0331,0
959,GPT-4o,Retail,RAG,1377,2267,0.41,0.69,1,8.16,1,3,0.0161,0
960,Qwen 2.5,Legal,Classification,32,778,0.87,0.52,0,5.31,1,5,0.0081,0
961,Qwen 2.5,Finance,Classification,28,1123,1.47,0.68,1,6.91,0,4,0.0035,0
962,Qwen 2.5,Legal,RAG,1353,1993,1.08,0.67,1,7.47,0,5,0.0064,0
963,Claude 3.7,Retail,RAG,1981,2664,0.71,0.83,0,7.17,1,4,0.0332,0
964,Llama 3.1,Customer Support,Code Generation,148,1190,0.07,0.93,0,1.63,0,5,0.0126,1
965,GPT-4o,Customer Support,Code Generation,1639,1790,0.35,0.95,1,3.61,1,4,0.0117,0
966,Llama 3.1,Coding,Translation,159,836,0.66,0.69,0,5.32,0,4,0.0084,0
967,Claude 3.7,Customer Support,Summarization,1149,1581,0.3,0.63,0,5.05,1,5,0.0155,0
968,Mistral Large,Retail,Translation,186,493,0.87,0.81,0,5.65,0,5,0.0042,0
969,Gemma 3,Education,Translation,1780,2224,0.11,0.59,0,8.12,1,4,0.0234,0
970,Claude 3.7,Education,QA,1852,2017,0.84,0.57,1,3.04,1,5,0.0087,0
971,Qwen 2.5,Education,QA,251,864,0.75,0.53,0,4.73,0,5,0.0056,1
972,GPT-4o,Retail,RAG,1796,2633,1.31,0.98,1,3.03,0,5,0.0311,1
973,GPT-4o,Finance,Summarization,1928,2482,1.38,0.63,1,2.84,1,4,0.0446,0
974,Claude 3.7,Coding,QA,1130,2160,1.23,0.66,0,7.52,0,4,0.0412,0
975,GPT-4o,Legal,Translation,718,1003,1.47,0.97,1,5.76,0,4,0.0028,0
976,Llama 3.1,Retail,Translation,471,604,0.98,0.72,0,3.16,0,4,0.0097,1
977,Mistral Large,Coding,RAG,1771,2583,0.57,0.84,0,2.55,1,5,0.0375,0
978,Llama 3.1,Finance,QA,1135,1551,0.21,0.72,1,8.62,1,4,0.0287,0
979,Llama 3.1,Legal,Summarization,1215,1746,0.02,0.71,0,7.59,0,5,0.0059,0
980,GPT-4o,Coding,QA,588,873,0.07,0.67,1,6.05,0,5,0.0093,0
981,Claude 3.7,Education,Code Generation,166,1094,0.38,0.77,0,4.27,1,5,0.0207,0
982,Claude 3.7,Legal,Classification,510,1239,0.79,0.63,0,6.28,0,5,0.0182,0
983,Llama 3.1,Healthcare,Summarization,170,1322,0.31,0.57,1,8.02,0,4,0.0115,0
984,Gemma 3,Customer Support,QA,1440,1529,0.66,0.88,1,9.43,0,4,0.0192,0
985,Llama 3.1,Coding,RAG,132,1061,0.42,0.8,1,4.23,1,4,0.0061,0
986,Claude 3.7,Finance,QA,1100,1808,0.08,0.65,0,5.8,1,5,0.0331,0
987,Qwen 2.5,Education,Translation,708,1861,1.09,0.81,0,7.84,0,4,0.0279,0
988,Llama 3.1,Finance,QA,959,1759,0.64,0.86,0,7.4,1,4,0.0349,0
989,Gemma 3,Education,Classification,584,1295,1.2,0.98,1,1.6,0,5,0.0035,1
990,Gemma 3,Customer Support,Summarization,1360,2008,0.38,0.83,0,7.92,0,4,0.0156,0
991,GPT-4o,Education,Translation,918,2077,0.69,0.72,1,4.99,1,4,0.0063,0
992,Llama 3.1,Customer Support,Translation,1139,2172,0.47,0.53,1,3.03,1,4,0.029,0
993,Qwen 2.5,Education,Classification,1353,1458,0.07,0.56,1,2.19,1,5,0.0089,0
994,GPT-4o,Retail,QA,43,779,1.02,0.93,0,3.01,0,4,0.0087,1
995,Gemma 3,Retail,Classification,495,1388,0.31,0.79,0,7.29,1,5,0.0064,0
996,Llama 3.1,Retail,QA,696,1044,1.46,0.95,0,3.99,1,4,0.0076,0
997,Qwen 2.5,Finance,RAG,227,1022,0.91,0.9,0,4.47,1,5,0.0026,0
998,Claude 3.7,Customer Support,QA,1571,2694,1.5,0.54,1,2.77,0,5,0.0465,1
999,Llama 3.1,Customer Support,Classification,1253,2451,0.71,0.76,0,5.21,1,4,0.0157,0
1000,Claude 3.7,Healthcare,Classification,482,1341,0.68,0.87,1,1.7,0,5,0.0112,1
